Время	Канал A	Канал B
(uс)	(mВ)	(mВ)

-7.26740946	-0.07630325	3.14674600
-7.24240946	-0.28995240	3.19252800
-7.21740946	-0.38151630	3.22305000
-7.19240946	-0.35099500	3.23678400
-7.16740947	-0.44255890	3.24441500
-7.14240947	-0.62568670	3.24441500
-7.11740947	-0.83933580	3.23525800
-7.09240947	-1.02246400	3.21999800
-7.06740947	-1.15980900	3.20015900
-7.04240947	-1.26663400	3.17574200
-7.01740947	-0.64094730	3.18489800
-6.99240948	0.62568670	3.22457600
-6.96740948	1.11402800	3.25662300
-6.94240948	0.74777190	3.28104000
-6.91740948	0.73251120	3.24899300
-6.89240948	1.00720300	3.15742900
-6.86740948	0.91563900	3.15742900
-6.84240949	0.45781950	3.25357100
-6.81740949	0.24417040	3.26730500
-6.79240949	0.27469170	3.19863200
-6.76740949	0.38151630	3.16505900
-6.74240949	0.59516540	3.16811100
-6.71740949	0.70198990	3.18795000
-6.69240949	0.73251120	3.22762800
-6.66740950	0.51886210	3.24746700
-6.64240950	0.06104260	3.24746700
-6.61740950	0.16786720	3.22762800
-6.59240950	0.80881450	3.19252800
-6.56740950	1.12928800	3.15437700
-6.54240950	1.12928800	3.11775100
-6.51740950	0.83933580	3.10859500
-6.49240951	0.27469170	3.13301200
-6.46740951	-0.22890980	3.13148600
-6.44240951	-0.62568670	3.10401700
-6.41740951	-0.70198990	3.13301200
-6.39240951	-0.42729820	3.21236700
-6.36740951	-0.41203760	3.25357100
-6.34240951	-0.65620800	3.25662300
-6.31740952	-0.76303260	3.20168500
-6.29240952	-0.73251120	3.08875600
-6.26740952	-0.73251120	3.10706900
-6.24240952	-0.70198990	3.25357100
-6.21740952	-0.80881450	3.35429100
-6.19240952	-1.02246400	3.40007300
-6.16740953	-1.11402800	3.42754200
-6.14240953	-1.08350600	3.43059400
-6.11740953	-1.15980900	3.39091700
-6.09240953	-1.32767700	3.31766600
-6.06740953	-1.64815000	3.23678400
-6.04240953	-2.04492700	3.15895500
-6.01740953	-2.24331600	3.14369400
-5.99240954	-2.18227300	3.20168500
-5.96740954	-2.27383700	3.19252800
-5.94240954	-2.51800700	3.11927700
-5.91740954	-2.50274700	3.12843400
-5.89240954	-2.22805500	3.21389300
-5.86740954	-2.31961900	3.24288800
-5.84240954	-2.77743800	3.21084100
-5.81740955	-2.99108700	3.23220600
-5.79240955	-2.94530600	3.30087900
-5.76740955	-2.91478400	3.29935300
-5.74240955	-2.86900200	3.22457600
-5.71740955	-3.08265100	3.23220600
-5.69240955	-3.54047100	3.32071800
-5.66740955	-3.63203500	3.33903100
-5.64240956	-3.35734300	3.28561800
-5.61740956	-3.37260400	3.29935300
-5.59240956	-3.69307800	3.38481300
-5.56740956	-3.37260400	3.31308700
-5.54240956	-2.48748600	3.09028200
-5.51740956	-2.18227300	3.05823400
-5.49240957	-2.51800700	3.21999800
-5.46740957	-2.44170400	3.30698300
-5.44240957	-1.98388500	3.32834800
-5.41740957	-1.77023600	3.26272700
-5.39240957	-1.81601700	3.10706900
-5.36740957	-1.86179900	3.09638600
-5.34240957	-1.96862400	3.23373200
-5.31740958	-1.44976200	3.28561800
-5.29240958	-0.39677690	3.25204500
-5.26740958	0.19838850	3.23983600
-5.24240958	0.27469170	3.24288800
-5.21740958	0.32047370	3.23525800
-5.19240958	0.28995240	3.21694500
-5.16740958	0.38151630	3.20931500
-5.14240959	0.56464410	3.21084100
-5.11740959	0.76303260	3.21084100
-5.09240959	0.94616040	3.21084100
-5.06740959	1.12928800	3.20931500
-5.04240959	1.28189500	3.20321100
-5.01740959	1.58710800	3.23525800
-4.99240960	2.01440600	3.30393100
-4.96740960	2.12123000	3.29630100
-4.94240960	1.87706000	3.21694500
-4.91740960	1.66341100	3.12690700
-4.89240960	1.44976200	3.02923900
-4.86740960	1.46502200	3.01092600
-4.84240960	1.73971400	3.07807400
-4.81740961	1.63289000	3.12690700
-4.79240961	1.14454900	3.15437700
-4.76740961	1.12928800	3.20168500
-4.74240961	1.58710800	3.26577900
-4.71740961	1.90758100	3.26425300
-4.69240961	2.12123000	3.19710700
-4.66740961	1.99914500	3.16658500
-4.64240962	1.51080400	3.17574200
-4.61740962	1.51080400	3.16658500
-4.59240962	1.99914500	3.14674600
-4.56740962	2.12123000	3.12996000
-4.54240962	1.90758100	3.12385600
-4.51740962	1.60236800	3.07044300
-4.49240962	1.23611300	2.96972300
-4.46740963	0.82407520	3.02923900
-4.44240963	0.42729820	3.23983600
-4.41740963	0.32047370	3.34208300
-4.39240963	0.53412280	3.32529600
-4.36740963	0.86985710	3.29935300
-4.34240963	1.34293700	3.25662300
-4.31740964	1.22085200	3.23525800
-4.29240964	0.51886210	3.23983600
-4.26740964	0.30521300	3.24441500
-4.24240964	0.61042600	3.25662300
-4.21740964	0.62568670	3.19558000
-4.19240964	0.41203760	3.06433900
-4.16740964	0.21364910	3.05670900
-4.14240965	0.03052130	3.17574200
-4.11740965	0.04578195	3.20778900
-4.09240965	0.24417040	3.14979800
-4.06740965	0.32047370	3.14827300
-4.04240965	0.30521300	3.19710700
-4.01740965	0.28995240	3.20931500
-3.99240965	0.24417040	3.18489800
-3.96740966	0.45781950	3.15895500
-3.94240966	0.88511780	3.12232900
-3.91740966	1.08350600	3.20168500
-3.89240966	1.02246400	3.39091700
-3.86740966	1.11402800	3.45195900
-3.84240966	1.35819800	3.37565600
-3.81740966	1.34293700	3.32224400
-3.79240967	1.03772400	3.28714400
-3.76740967	1.23611300	3.27951400
-3.74240967	1.90758100	3.30393100
-3.71740967	2.21279400	3.32529600
-3.69240967	2.12123000	3.34360900
-3.66740967	2.22805500	3.33445200
-3.64240968	2.48748600	3.29477500
-3.61740968	2.38066100	3.26577900
-3.59240968	1.92284200	3.25051900
-3.56740968	1.73971400	3.23220600
-3.54240968	1.84653900	3.21694500
-3.51740968	1.52606500	3.20778900
-3.49240968	0.82407520	3.20778900
-3.46740969	0.83933580	3.21694500
-3.44240969	1.60236800	3.23220600
-3.41740969	1.61762900	3.25051900
-3.39240969	0.91563900	3.26883200
-3.36740969	0.59516540	3.29019600
-3.34240969	0.68672930	3.31461400
-3.31740969	0.62568670	3.29477500
-3.29240970	0.51886210	3.22762800
-3.26740970	-0.10682460	3.21694500
-3.24240970	-1.15980900	3.26272700
-3.21740970	-1.43450100	3.28256600
-3.19240970	-0.88511780	3.27951400
-3.16740970	-0.73251120	3.27646200
-3.14240970	-0.93089970	3.27341000
-3.11740971	-1.35819800	3.29324900
-3.09240971	-2.02966700	3.34055700
-3.06740971	-2.12123000	3.32071800
-3.04240971	-1.60236800	3.22915400
-3.01740971	-1.48028300	3.22915400
-2.99240971	-1.73971400	3.32071800
-2.96740972	-1.84653900	3.34055700
-2.94240972	-1.81601700	3.29324900
-2.91740972	-1.92284200	3.27188400
-2.89240972	-2.18227300	3.27188400
-2.86740972	-2.07544900	3.29324900
-2.84240972	-1.61762900	3.33597900
-2.81740972	-1.40398000	3.33445200
-2.79240973	-1.44976200	3.28256600
-2.76740973	-1.48028300	3.30240500
-2.74240973	-1.54132600	3.39091700
-2.71740973	-1.23611300	3.42143800
-2.69240973	-0.59516540	3.39396900
-2.66740973	-0.27469170	3.37107800
-2.64240973	-0.28995240	3.34666100
-2.61740974	-0.51886210	3.35886900
-2.59240974	-0.94616040	3.40770300
-2.56740974	-1.15980900	3.40923000
-2.54240974	-1.15980900	3.36650000
-2.51740974	-0.93089970	3.32529600
-2.49240974	-0.44255890	3.28867100
-2.46740974	-0.53412280	3.28104000
-2.44240975	-1.22085200	3.30850900
-2.41740975	-1.54132600	3.30850900
-2.39240975	-1.48028300	3.28104000
-2.36740975	-1.46502200	3.29172300
-2.34240975	-1.46502200	3.34360900
-2.31740975	-1.46502200	3.31308700
-2.29240976	-1.49554400	3.20015900
-2.26740976	-1.38871900	3.19252800
-2.24240976	-1.14454900	3.29019600
-2.21740976	-1.14454900	3.30240500
-2.19240976	-1.38871900	3.22915400
-2.16740976	-1.49554400	3.21541900
-2.14240976	-1.46502200	3.25814900
-2.11740977	-1.48028300	3.29782700
-2.09240977	-1.54132600	3.33445200
-2.06740977	-1.23611300	3.34513500
-2.04240977	-0.56464410	3.32682200
-2.01740977	-0.38151630	3.29782700
-1.99240977	-0.71725060	3.25662300
-1.96740977	-0.56464410	3.23525800
-1.94240978	0.00000000	3.23831000
-1.91740978	0.62568670	3.24746700
-1.89240978	1.25137300	3.25967500
-1.86740978	1.32767700	3.31003500
-1.84240978	0.79355380	3.39244300
-1.81740978	0.76303260	3.42143800
-1.79240979	1.22085200	3.39396900
-1.76740979	1.52606500	3.37107800
-1.74240979	1.67867200	3.35276500
-1.71740979	1.87706000	3.34208300
-1.69240979	2.09070900	3.34208300
-1.66740979	2.07544900	3.35581700
-1.64240979	1.77023600	3.38633800
-1.61740980	1.96862400	3.34666100
-1.59240980	2.60957100	3.23678400
-1.56740980	3.02160900	3.22305000
-1.54240980	3.14369400	3.30087900
-1.51740980	3.34208300	3.39549500
-1.49240980	3.58625300	3.50232000
-1.46740980	3.46416800	3.49316300
-1.44240981	3.00634800	3.36650000
-1.41740981	2.88426300	3.28256600
-1.39240981	3.14369400	3.24746700
-1.36740981	3.25051900	3.25051900
-1.34240981	3.18947600	3.29782700
-1.31740981	3.40312500	3.31919200
-1.29240981	3.87620500	3.31003500
-1.26740982	3.89146600	3.32987400
-1.24240982	3.50995000	3.37107800
-1.21740982	2.86900200	3.38023400
-1.19240982	2.06018800	3.35886900
-1.16740982	1.66341100	3.32682200
-1.14240982	1.75497500	3.28714400
-1.11740983	1.78549600	3.28714400
-1.09240983	1.84653900	3.32987400
-1.06740983	1.54132600	3.35276500
-1.04240983	0.93089970	3.35581700
-1.01740983	0.51886210	3.31614000
-0.99240983	0.38151630	3.23068000
-0.96740983	0.22890980	3.22152400
-0.94240984	0.10682460	3.28561800
-0.91740984	-0.18312780	3.33445200
-0.89240984	-0.64094730	3.36192200
-0.86740984	-0.62568670	3.40770300
-0.84240984	-0.13734590	3.46416800
-0.81740984	-0.01526065	3.49621500
-0.79240984	-0.22890980	3.50537200
-0.76740985	-0.53412280	3.43364700
-0.74240985	-0.93089970	3.28409200
-0.71740985	-1.23611300	3.24441500
-0.69240985	-1.40398000	3.31461400
-0.66740985	-1.49554400	3.36955200
-0.64240985	-1.49554400	3.41075600
-0.61740985	-1.38871900	3.40617800
-0.59240986	-1.17507000	3.35123900
-0.56740986	-1.06824600	3.37107800
-0.54240986	-1.03772400	3.46722000
-0.51740986	-1.25137300	3.46111600
-0.49240986	-1.70919300	3.36039600
-0.46740986	-1.81601700	3.27951400
-0.44240987	-1.57184700	3.22152400
-0.41740987	-1.35819800	3.22305000
-0.39240987	-1.17507000	3.28409200
-0.36740987	-1.06824600	3.34513500
-0.34240987	-1.06824600	3.40159900
-0.31740987	-1.17507000	3.41686000
-0.29240987	-1.41924000	3.38328600
-0.26740988	-1.41924000	3.40159900
-0.24240988	-1.17507000	3.46874600
-0.21740988	-1.06824600	3.47942900
-0.19240988	-1.06824600	3.43669900
-0.16740988	-1.17507000	3.40465100
-0.14240988	-1.41924000	3.38328600
-0.11740988	-1.41924000	3.39396900
-0.09240989	-1.17507000	3.44127700
-0.06740989	-1.08350600	3.49163700
-0.04240989	-1.11402800	3.66255600
-0.01740989	-1.02246400	2.53174200
0.00759011	-0.80881450	0.31131730
0.03259011	-0.71725060	-1.34293700
0.05759011	-0.80881450	-2.19295500
0.08259010	-0.51886210	-2.68129600
0.10759010	0.09156390	-2.61872800
0.13259010	0.33573430	-2.57142000
0.15759010	0.07630325	-2.48901200
0.18259010	0.93089970	-2.43102200
0.20759010	2.65535300	-2.40965700
0.23259009	4.48663100	-2.35014000
0.25759009	5.96691500	-2.26468100
0.28259009	8.86643800	-2.26773300
0.30759009	12.42217000	-2.36540100
0.33259009	16.46624000	-2.36540100
0.35759009	19.91515000	-2.26773300
0.38259009	25.42424000	-2.26773300
0.40759008	31.52851000	-2.36845300
0.43259008	38.73153000	-2.35777100
0.45759008	45.24783000	-2.23568600
0.48259008	53.35123000	-2.25705000
0.50759008	60.95104000	-2.42186500
0.53259008	70.27529000	-2.41423500
0.55759008	79.00439000	-2.24026400
0.58259007	88.96960000	-2.15633000
0.60759007	97.66817000	-2.16243400
0.63259007	108.07590000	-2.21432100
0.65759007	117.55280000	-2.31504100
0.68259007	128.70830000	-2.36387500
0.70759007	138.81090000	-2.35777100
0.73259007	149.85960000	-2.33488000
0.75759006	159.10750000	-2.28909800
0.78259006	169.46950000	-2.30130600
0.80759006	178.30540000	-2.37455700
0.83259006	187.85860000	-2.36234900
0.85759006	195.67210000	-2.26162800
0.88259006	204.67580000	-2.27994100
0.90759005	212.61140000	-2.41118300
0.93259005	220.68430000	-2.46459500
0.95759005	226.91060000	-2.44017800
0.98259005	233.39640000	-2.39744800
1.00759005	238.49350000	-2.32877500
1.03259005	243.39210000	-2.34861400
1.05759005	246.79530000	-2.46154300
1.08259004	250.57990000	-2.48138200
1.10759004	253.81520000	-2.40813100
1.13259004	256.15000000	-2.38676600
1.15759004	256.97410000	-2.41423500
1.18259004	257.82870000	-2.42644400
1.20759004	258.40860000	-2.42644400
1.23259004	258.21020000	-2.41728700
1.25759003	257.34040000	-2.40507900
1.28259003	255.87530000	-2.35471900
1.30759003	254.18140000	-2.27536300
1.33259003	251.67870000	-2.23568600
1.35759003	249.00800000	-2.24484200
1.38259003	245.11660000	-2.24484200
1.40759002	240.88940000	-2.23873800
1.43259002	236.37220000	-2.26620700
1.45759002	232.78600000	-2.32267100
1.48259002	227.17000000	-2.37608300
1.50759002	220.92850000	-2.42339200
1.53259002	214.38160000	-2.39134400
1.55759002	209.08620000	-2.28451900
1.58259001	202.75300000	-2.23263300
1.60759001	197.10660000	-2.24179000
1.63259001	190.04090000	-2.25399800
1.65759001	183.28040000	-2.27231100
1.68259001	175.90950000	-2.29062400
1.70759001	169.79000000	-2.30283200
1.73259001	162.37330000	-2.35014000
1.75759000	155.55180000	-2.42339200
1.78259000	147.87570000	-2.47375200
1.80759000	141.22210000	-2.49511700
1.83259000	133.97330000	-2.46154300
1.85759000	128.00630000	-2.36997900
1.88259000	120.97120000	-2.36997900
1.90759000	114.68380000	-2.46612100
1.93258999	107.48080000	-2.47833000
1.95758999	101.08650000	-2.40355300
1.98258999	94.73812000	-2.40202600
2.00758999	90.12940000	-2.47527800
2.03258999	84.04041000	-2.47527800
2.05758999	78.08875000	-2.40660500
2.08258998	71.93871000	-2.38524000
2.10758998	67.07056000	-2.40660500
2.13258998	61.88194000	-2.44933500
2.15758998	57.76156000	-2.51648100
2.18258998	52.92394000	-2.50274700
2.20758998	48.58991000	-2.40507900
2.23258998	44.34745000	-2.41423500
2.25758997	41.29532000	-2.53021600
2.28258997	37.41912000	-2.54242400
2.30758997	33.71078000	-2.45391300
2.33258997	30.12453000	-2.41423500
2.35758997	27.51495000	-2.42186500
2.38258997	24.66121000	-2.42186500
2.40758997	22.34159000	-2.41423500
2.43258996	19.60994000	-2.45391300
2.45758996	17.15297000	-2.53937200
2.48258996	14.71127000	-2.53784600
2.50758996	12.89525000	-2.44323000
2.53258996	10.97241000	-2.44170400
2.55758996	9.47686400	-2.52716400
2.58258996	7.92027800	-2.56989400
2.60758995	6.71468600	-2.56684200
2.63258995	5.57013800	-2.53632000
2.65758995	4.74606200	-2.47985600
2.68258995	4.01355100	-2.43102200
2.70758995	3.60151400	-2.39439600
2.73258995	2.70113500	-2.39592200
2.75758994	1.51080400	-2.43865200
2.78258994	0.80881450	-2.45849100
2.80758994	0.79355380	-2.45543900
2.83258994	0.44255890	-2.45543900
2.85758994	-0.07630325	-2.45849100
2.88258994	-0.65620800	-2.43865200
2.90758994	-1.19033100	-2.39592200
2.93258993	-1.69393200	-2.39592200
2.95758993	-2.02966700	-2.43865200
2.98258993	-2.33488000	-2.45849100
3.00758993	-2.50274700	-2.45543900
3.03258993	-2.57905000	-2.45391300
3.05758993	-2.54852900	-2.45391300
3.08258993	-2.64009300	-2.45391300
3.10758992	-2.85374200	-2.45391300
3.13258992	-2.94530600	-2.45391300
3.15758992	-2.85374200	-2.45391300
3.18258992	-3.15895500	-2.45391300
3.20758992	-3.79990200	-2.45391300
3.23258992	-4.10511500	-2.45238700
3.25758992	-4.04407300	-2.44323000
3.28258991	-4.04407300	-2.48290800
3.30758991	-4.08985400	-2.56226300
3.33258991	-3.87620500	-2.61262300
3.35758991	-3.44890700	-2.62788400
3.38258991	-3.23525800	-2.62788400
3.40758991	-3.26577900	-2.61567600
3.43258990	-3.37260400	-2.55463300
3.45758990	-3.61677400	-2.45391300
3.48258990	-3.61677400	-2.42644400
3.50758990	-3.43364600	-2.48443400
3.53258990	-3.11317300	-2.46612100
3.55758990	-2.68587400	-2.37760900
3.58258990	-2.59431100	-2.34708800
3.60758989	-2.86900200	-2.37150500
3.63258989	-2.86900200	-2.40355300
3.65758989	-2.62483200	-2.43712600
3.68258989	-2.62483200	-2.46917300
3.70758989	-2.86900200	-2.49664300
3.73258989	-2.88426300	-2.45696500
3.75758989	-2.67061400	-2.35014000
3.78258988	-2.45696500	-2.31809300
3.80758988	-2.27383700	-2.35777100
3.83258988	-2.18227300	-2.42949600
3.85758988	-2.24331600	-2.53326800
3.88258988	-2.06018800	-2.54089900
3.90758988	-1.69393200	-2.44628200
3.93258988	-1.17507000	-2.43560000
3.95758987	-0.57990470	-2.50885100
3.98258987	-0.28995240	-2.52106000
4.00758987	-0.39677690	-2.47527800
4.03258987	-0.22890980	-2.43254800
4.05758987	0.18312780	-2.39134400
4.08258987	0.28995240	-2.40660500
4.10758986	0.07630325	-2.48290800
4.13258986	-0.01526065	-2.45238700
4.15758986	0.01526065	-2.31809300
4.18258986	-0.07630325	-2.29672800
4.20758986	-0.32047370	-2.38829200
4.23258986	-0.30521300	-2.43865200
4.25758986	-0.06104260	-2.43865200
4.28258985	-0.04578195	-2.48748600
4.30758985	-0.22890980	-2.57599800
4.33258985	-0.54938340	-2.57599800
4.35758985	-0.97668160	-2.48596000
4.38258985	-1.08350600	-2.44323000
4.40758985	-0.82407520	-2.45238700
4.43258985	-0.70198990	-2.45391300
4.45758984	-0.70198990	-2.45086100
4.48258984	-0.80881450	-2.46154300
4.50758984	-1.02246400	-2.48290800
4.53258984	-1.09876700	-2.49206400
4.55758984	-0.99194230	-2.48901200
4.58258984	-1.40398000	-2.49969500
4.60758984	-2.22805500	-2.52716400
4.63258983	-2.74691700	-2.50885100
4.65758983	-2.89952400	-2.45086100
4.68258983	-2.86900200	-2.39897400
4.70758983	-2.62483200	-2.35319200
4.73258983	-2.60957100	-2.37455700
4.75758983	-2.85374200	-2.46459500
4.78258982	-2.96056600	-2.48748600
4.80758982	-2.96056600	-2.44170400
4.83258982	-2.85374200	-2.41118300
4.85758982	-2.60957100	-2.39287000
4.88258982	-2.62483200	-2.38371400
4.90758982	-2.86900200	-2.38066200
4.93258982	-2.88426300	-2.40202600
4.95758981	-2.70113500	-2.44475600
4.98258981	-2.36540100	-2.44475600
5.00758981	-1.89232100	-2.40202600
5.03258981	-2.02966700	-2.38066200
5.05758981	-2.77743800	-2.38066200
5.08258981	-2.79269900	-2.39744800
5.10758981	-2.13649100	-2.42644400
5.13258980	-1.60236800	-2.49664300
5.15758980	-1.28189500	-2.60041500
5.18258980	-0.90037840	-2.63093600
5.20758980	-0.53412280	-2.58515400
5.23258980	-0.24417040	-2.52411200
5.25758980	-0.09156390	-2.44780900
5.28258979	0.09156390	-2.42033900
5.30758979	0.21364910	-2.45086100
5.33258979	0.41203760	-2.44323000
5.35758979	0.62568670	-2.40660500
5.38258979	0.62568670	-2.36540100
5.40758979	0.38151630	-2.32267100
5.43258979	0.25943110	-2.34403600
5.45758978	0.21364910	-2.43254800
5.48258978	0.51886210	-2.44017800
5.50758978	1.11402800	-2.36082300
5.53258978	1.64815000	-2.38218800
5.55758978	2.02966700	-2.49969500
5.58258978	2.10597000	-2.50885100
5.60758978	1.80075700	-2.41118300
5.63258977	1.90758100	-2.39897400
5.65758977	2.36540100	-2.47375200
5.68258977	2.48748600	-2.47375200
5.70758977	2.24331600	-2.39744800
5.73258977	2.06018800	-2.41576100
5.75758977	1.95336300	-2.52563800
5.78258977	1.43450100	-2.55615900
5.80758976	0.61042600	-2.50732500
5.83258976	0.21364910	-2.48596000
5.85758976	0.33573430	-2.49206400
5.88258976	0.18312780	-2.48290800
5.90758976	-0.16786720	-2.46154300
5.93258976	-0.54938340	-2.45086100
5.95758975	-0.85459640	-2.45391300
5.98258975	-1.46502200	-2.45391300
6.00758975	-2.27383700	-2.45543900
6.03258975	-2.67061400	-2.44933500
6.05758975	-2.57905000	-2.43712600
6.08258975	-2.54852900	-2.39592200
6.10758975	-2.48748600	-2.32267100
6.13258974	-2.79269900	-2.36234900
6.15758974	-3.40312500	-2.50885100
6.18258974	-3.81516300	-2.56989400
6.20758974	-3.93724800	-2.53937200
6.23258974	-4.12037600	-2.51953400
6.25758974	-4.30350400	-2.51037700
6.28258974	-4.48663100	-2.45238700
6.30758973	-4.60871600	-2.35166600
6.33258973	-4.99023300	-2.31198900
6.35758973	-5.53961600	-2.33640600
6.38258973	-6.02795700	-2.36692700
6.40758973	-6.42473400	-2.40813100
6.43258973	-6.53155900	-2.42797000
6.45758973	-6.34843100	-2.41881300
6.48258972	-5.82956800	-2.43712600
6.50758972	-4.97497200	-2.47680400
6.53258972	-4.86814700	-2.49511700
6.55758972	-5.55487700	-2.48596000
6.58258972	-5.89061100	-2.50579900
6.60758972	-5.86009000	-2.55158100
6.63258971	-5.66170100	-2.54089900
6.65758971	-5.26492500	-2.47680400
6.68258971	-5.08179700	-2.44475600
6.70758971	-5.11231800	-2.44628200
6.73258971	-5.12757900	-2.46917300
6.75758971	-5.11231800	-2.51190300
6.78258971	-5.20388200	-2.53479400
6.80758970	-5.41753100	-2.53937200
6.83258970	-5.32596700	-2.49511700
6.85758970	-4.95971200	-2.40355300
6.88258970	-4.54767400	-2.41576100
6.90758970	-4.15089700	-2.53479400
6.93258970	-4.05933300	-2.52716400
6.95758970	-4.33402500	-2.39592200
6.98258969	-4.36454600	-2.33182800
7.00758969	-4.21194000	-2.33335400
7.03258969	-3.70833800	-2.39134400
7.05758969	-2.88426300	-2.51037700
7.08258969	-2.39592200	-2.47985600
7.10758969	-2.36540100	-2.29367600
7.13258969	-1.86179900	-2.26468100
7.15758968	-1.00720300	-2.38981800
7.18258968	-0.71725060	-2.41423500
7.20758968	-1.05298500	-2.34098400
7.23258968	-0.97668160	-2.31809300
7.25758968	-0.57990470	-2.34251000
7.28258968	-0.16786720	-2.34861400
7.30758967	0.18312780	-2.33182800
7.33258967	0.35099500	-2.40202600
7.35758967	0.25943110	-2.54547700
7.38258967	0.45781950	-2.60651900
7.40758967	0.88511780	-2.58210200
7.43258967	1.09876700	-2.52106000
7.45758967	1.06824600	-2.42949600
7.48258966	0.94616040	-2.35014000
7.50758966	0.68672930	-2.29215000
7.53258966	0.80881450	-2.30435800
7.55758966	1.29715500	-2.39287000
7.58258966	1.31241600	-2.43407400
7.60758966	0.85459640	-2.42491700
7.63258966	0.53412280	-2.42339200
7.65758965	0.36625560	-2.42339200
7.68258965	0.28995240	-2.42339200
7.70758965	0.38151630	-2.42644400
7.73258965	0.09156390	-2.41423500
7.75758965	-0.48834080	-2.38676600
7.78258965	-0.88511780	-2.40507900
7.80758965	-1.03772400	-2.46612100
7.83258964	-1.12928800	-2.50579900
7.85758964	-1.09876700	-2.51953400
7.88258964	-1.08350600	-2.53937200
7.90758964	-1.02246400	-2.56989400
7.93258964	-1.34293700	-2.50732500
7.95758964	-2.02966700	-2.35777100
7.98258963	-2.10597000	-2.33640600
8.00758963	-1.55658600	-2.44628200
8.03258963	-1.63289000	-2.52106000
8.05758963	-2.31961900	-2.56989400
8.08258963	-2.64009300	-2.49359000
8.10758963	-2.54852900	-2.28909800
8.13258963	-2.65535300	-2.29062400
8.15758962	-2.91478400	-2.50427300
8.18258962	-2.80796000	-2.53632000
8.20758962	-2.35014000	-2.39592200
8.23258962	-2.15175200	-2.34251000
8.25758962	-2.21279400	-2.37913600
8.28258962	-2.12123000	-2.38218800
8.30758962	-1.87706000	-2.36082300
8.33258961	-1.89232100	-2.34251000
8.35758961	-2.19753400	-2.33335400
8.38258961	-1.98388500	-2.29367600
8.40758961	-1.28189500	-2.22500300
8.43258961	-1.17507000	-2.24331600
8.45758961	-1.69393200	-2.35014000
8.48258960	-1.80075700	-2.39897400
8.50758960	-1.52606500	-2.38371400
8.53258960	-1.51080400	-2.40355300
8.55758960	-1.75497500	-2.45238700
8.58258960	-1.86179900	-2.42339200
8.60758960	-1.86179900	-2.31656700
8.63258960	-1.73971400	-2.27536300
8.65758959	-1.48028300	-2.29672800
8.68258959	-1.60236800	-2.35929700
8.70758959	-2.06018800	-2.46001700
8.73258959	-2.16701200	-2.48748600
8.75758959	-1.89232100	-2.43560000
8.78258959	-1.87706000	-2.43560000
8.80758959	-2.12123000	-2.49053800
8.83258958	-2.22805500	-2.44933500
8.85758958	-2.19753400	-2.31198900
8.88258958	-2.18227300	-2.31198900
8.90758958	-2.12123000	-2.45238700
8.93258958	-2.44170400	-2.48443400
8.95758958	-3.12843300	-2.41118300
8.98258958	-3.21999700	-2.37760900
9.00758957	-2.68587400	-2.37455700
9.03258957	-2.65535300	-2.42339200
9.05758957	-3.08265100	-2.53174200
9.08258957	-3.49468900	-2.43712600
9.10758957	-3.83042300	-2.14412200
9.13258957	-4.24246100	-2.12123100
9.15758956	-4.62397700	-2.37303100
9.18258956	-4.80710500	-2.46764700
9.20758956	-4.74606200	-2.40355300
9.23258956	-4.85288700	-2.38981800
9.25758956	-5.12757900	-2.41728700
9.28258956	-4.91392900	-2.41728700
9.30758956	-4.21194000	-2.38676600
9.33258955	-4.10511500	-2.40660500
9.35758955	-4.59345600	-2.47527800
9.38258955	-4.82236600	-2.47833000
9.40758955	-4.77658400	-2.42033900
9.43258955	-4.76132300	-2.34556200
9.45758955	-4.73080200	-2.25552400
9.48258955	-4.85288700	-2.28757200
9.50758954	-5.11231800	-2.44017800
9.53258954	-5.00549400	-2.50122100
9.55758954	-4.57819500	-2.46459500
9.58258954	-4.25772100	-2.45543900
9.60758954	-4.04407300	-2.47680400
9.63258954	-4.18141800	-2.38218800
9.65758954	-4.73080200	-2.17616900
9.68258953	-4.44084900	-2.20974200
9.70758953	-3.34208300	-2.48443400
9.73258953	-2.73165700	-2.53784600
9.75758953	-2.64009300	-2.37303100
9.78258953	-2.45696500	-2.30741000
9.80758953	-2.27383700	-2.33793200
9.83258952	-2.18227300	-2.36082300
9.85758952	-2.21279400	-2.38524000
9.88258952	-2.10597000	-2.37150500
9.90758952	-1.84653900	-2.31656700
9.93258952	-1.95336300	-2.36692700
9.95758952	-2.41118300	-2.51953400
9.98258952	-2.62483200	-2.54089900
10.00758951	-2.59431100	-2.42797000
10.03258951	-2.50274700	-2.36692700
10.05758951	-2.35014000	-2.35777100
10.08258951	-1.93810300	-2.33945800
10.10758951	-1.29715500	-2.31809300
10.13258951	-1.08350600	-2.33793200
10.15758951	-1.31241600	-2.39592200
10.18258950	-1.64815000	-2.44323000
10.20758950	-2.10597000	-2.47070000
10.23258950	-2.07544900	-2.51800800
10.25758950	-1.52606500	-2.58210200
10.28258950	-1.72445400	-2.57905000
10.30758950	-2.67061400	-2.51037700
10.33258950	-2.89952400	-2.49206400
10.35758949	-2.42644400	-2.52411200
10.38258949	-1.98388500	-2.51495600
10.40758949	-1.55658600	-2.47527800
10.43258949	-1.55658600	-2.43254800
10.45758949	-1.98388500	-2.38981800
10.48258949	-2.41118300	-2.41270900
10.50758948	-2.80796000	-2.50274700
10.53258948	-2.89952400	-2.52411200
